,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
3960,3,7,7,1,0,8,4,4,6,0,9,2,7,8,8,9,1,4,4,1,9,8,3,4,2,1,5,9,6,3,0
3961,6,8,6,3,5,9,3,5,9,3,4,5,3,3,1,6,7,7,8,9,6,7,5,4,3,2,0,8,7,0,0
3962,4,5,9,9,1,9,2,0,3,5,9,7,9,2,1,4,6,7,4,1,2,7,0,6,2,7,5,4,5,5,0
3963,9,0,5,1,3,6,4,9,4,0,6,8,7,5,6,2,2,9,9,2,1,8,1,6,8,8,8,3,1,5,0
3964,4,8,9,2,2,4,9,0,8,1,8,7,7,8,6,2,2,1,3,4,1,8,6,4,7,5,1,8,8,5,0
3965,4,0,3,5,0,2,9,1,7,4,2,6,7,6,7,7,9,2,0,7,9,0,1,1,6,5,0,6,3,9,0
3966,3,7,5,0,8,1,8,0,5,3,2,2,3,2,3,0,0,8,1,9,0,4,5,3,3,9,9,1,9,0,0
3967,4,9,1,9,3,1,6,8,6,3,4,2,1,5,8,8,1,3,3,5,5,6,6,4,4,6,3,4,4,9,0
3968,0,0,4,9,5,1,3,4,9,1,4,9,7,4,1,2,0,0,7,0,7,9,5,3,3,1,8,9,0,7,0
3969,0,5,3,3,7,8,1,7,4,2,1,3,0,6,2,3,8,7,5,4,2,3,0,5,3,4,2,4,1,2,0
3970,5,4,8,8,2,5,7,4,6,9,2,0,1,2,7,3,3,3,0,7,1,6,9,6,5,1,1,2,9,4,0
3971,0,6,7,1,9,0,3,0,3,4,9,7,4,8,9,7,1,1,8,8,5,8,6,6,0,5,6,7,4,8,0
3972,5,9,5,8,3,5,6,5,8,0,0,2,4,3,1,8,7,8,2,5,5,6,7,0,3,7,9,3,9,6,0
3973,2,5,5,8,5,6,4,0,8,0,3,5,7,7,7,8,4,9,8,6,3,4,8,6,2,6,2,3,5,8,0
3974,5,2,6,0,0,3,8,9,3,5,8,0,7,7,9,9,2,0,9,7,6,4,7,7,3,4,2,7,7,0,0
3975,5,7,3,4,3,2,3,5,5,2,0,3,4,4,4,7,5,2,8,0,3,3,5,6,4,8,6,9,2,1,0
3976,4,1,8,7,0,7,8,4,8,0,1,9,5,4,6,4,7,6,1,1,0,8,8,8,7,1,1,1,1,4,0
3977,6,2,1,5,7,2,8,1,0,5,5,2,8,1,6,5,2,2,4,0,9,0,2,0,4,0,5,1,8,1,0
3978,8,4,2,8,6,8,5,3,3,7,2,4,4,8,2,8,6,7,3,4,4,0,3,8,3,4,9,0,3,3,0
3979,6,6,2,2,6,9,6,6,2,0,7,7,0,3,8,9,1,2,6,2,1,8,5,8,6,6,5,9,9,2,0
3980,1,4,3,8,2,5,3,6,2,1,7,1,3,9,3,3,5,9,1,2,0,8,0,7,0,5,4,3,8,2,0
3981,9,6,1,6,0,0,1,1,0,1,7,4,8,4,1,7,2,8,7,9,6,6,6,0,3,6,8,2,7,1,0
3982,1,1,5,4,3,5,2,5,3,4,7,9,1,6,5,8,5,2,7,4,1,4,8,5,9,8,4,4,5,1,0
3983,2,2,9,8,6,6,4,3,2,3,5,2,1,1,9,6,9,7,5,3,4,3,8,5,8,3,7,8,5,6,0
3984,9,7,8,2,9,4,6,1,6,1,8,4,3,8,4,8,1,9,8,5,0,0,2,6,7,2,7,6,7,9,0
3985,9,0,4,1,3,0,4,9,7,6,9,2,1,6,9,6,5,9,1,6,0,3,3,1,2,8,9,1,7,6,0
3986,6,9,2,2,2,2,9,0,8,9,5,0,9,2,6,9,1,0,1,4,0,5,4,0,3,4,8,8,3,3,0
3987,1,3,1,7,3,5,2,3,7,5,0,8,8,6,6,9,1,8,2,6,9,8,1,2,6,0,1,9,6,8,0
3988,7,1,3,5,8,5,9,8,1,4,3,0,6,7,7,8,7,3,8,8,6,1,8,3,1,3,9,6,0,5,0
3989,8,1,9,5,6,2,3,2,4,6,3,0,8,5,2,5,6,5,6,5,9,2,4,6,0,0,3,5,6,2,0
3990,3,3,2,5,2,6,2,5,0,0,6,3,7,8,2,4,2,8,1,1,2,8,6,0,8,0,9,9,3,1,0
3991,5,3,2,0,8,3,7,4,2,5,5,3,3,2,5,2,3,2,0,1,6,9,3,8,6,1,6,3,3,6,0
3992,8,5,7,2,7,9,0,4,2,3,8,9,1,0,5,8,1,7,6,0,8,5,4,6,8,1,0,7,3,1,0
3993,8,2,8,4,8,0,2,6,3,6,0,4,4,0,0,2,6,5,4,9,3,2,8,6,6,9,2,3,6,4,0
3994,1,0,1,9,2,1,9,9,7,0,5,8,2,1,7,5,8,8,1,4,6,0,1,0,1,2,7,0,4,5,0
3995,3,7,1,2,2,6,1,1,6,8,4,6,8,6,9,4,6,9,5,8,5,3,0,0,3,9,9,5,4,7,0
3996,9,7,2,7,3,9,4,8,1,5,0,3,4,9,2,0,7,2,1,6,2,2,1,4,0,3,7,9,7,8,0
3997,2,7,3,9,6,7,0,5,6,7,9,8,8,4,1,9,5,9,3,1,1,9,2,8,9,1,6,6,3,4,0
3998,0,7,7,4,1,7,2,2,4,2,3,7,2,1,1,9,6,7,0,6,7,1,1,0,2,1,1,9,7,0,0
3999,1,6,8,7,2,9,2,0,3,5,6,6,9,4,2,0,7,3,0,5,6,2,9,1,1,0,2,0,4,4,0
4000,2,8,8,9,4,2,6,5,6,2,7,2,2,7,6,9,9,5,7,8,7,6,2,0,5,6,2,6,6,6,0
4001,7,7,5,4,2,9,2,3,5,6,0,4,3,8,4,6,9,7,1,4,4,3,6,5,4,6,2,4,2,4,0
4002,1,6,6,1,5,3,5,5,2,4,9,6,1,5,2,5,8,0,0,8,7,5,5,7,1,4,5,6,5,1,0
4003,3,8,9,0,7,8,7,8,7,4,4,8,4,2,9,4,7,1,1,0,5,7,6,3,6,7,0,0,7,4,0
4004,3,1,8,2,0,1,7,7,9,2,8,8,1,8,4,5,4,0,4,0,0,1,1,4,8,6,4,4,3,4,0
4005,8,1,2,8,3,9,9,3,4,8,3,5,2,6,4,5,4,1,0,9,0,9,9,5,8,3,6,3,3,1,0
4006,4,6,6,5,0,9,5,9,1,0,5,1,4,3,9,9,7,2,4,6,7,9,4,8,4,4,7,2,9,3,0
4007,1,2,5,9,2,1,2,3,4,4,0,6,6,0,7,9,9,4,0,1,2,6,3,2,9,6,1,8,1,6,0
4008,9,2,1,8,6,3,6,2,3,3,8,2,2,3,5,2,5,5,7,4,3,3,8,7,0,0,0,9,4,4,0
4009,2,8,8,5,9,3,9,2,7,2,1,6,6,9,4,5,2,4,3,8,6,0,9,9,8,2,0,5,1,0,0
4010,8,0,5,1,8,0,3,3,1,9,6,8,2,7,9,0,9,5,5,6,9,9,6,5,9,0,7,6,9,1,0
4011,4,7,8,4,5,5,9,4,0,3,5,2,2,8,3,8,5,0,1,0,0,0,6,1,9,3,0,3,3,2,0
4012,9,6,2,9,5,6,7,4,5,5,6,2,6,6,9,4,7,6,5,7,1,3,0,1,6,9,9,2,8,7,0
4013,5,0,7,5,0,8,7,6,5,6,1,2,8,3,1,3,6,8,5,7,7,6,7,7,7,6,2,3,1,9,0
4014,9,4,9,3,8,3,1,6,2,7,9,0,8,9,0,8,4,6,5,6,7,0,3,8,8,7,3,0,0,6,0
4015,7,0,4,9,1,9,0,7,6,9,8,5,6,6,3,4,9,6,8,7,9,8,7,0,6,7,7,8,9,2,0
4016,9,0,3,4,7,6,3,5,7,5,6,0,6,4,5,3,3,7,2,5,0,5,1,5,5,6,4,7,0,2,0
4017,2,1,6,2,5,3,6,1,4,0,2,0,3,7,8,0,5,7,0,6,0,2,5,0,9,6,8,0,0,1,0
4018,2,5,5,0,2,1,5,9,4,9,9,4,7,1,2,9,4,5,9,5,0,8,1,5,7,6,4,4,6,2,0
4019,0,8,6,9,9,8,6,8,5,1,4,8,2,4,1,5,3,0,9,9,4,0,9,1,0,4,7,9,2,4,0
4020,0,7,4,4,8,1,3,9,0,1,2,4,0,3,6,3,3,4,4,3,1,0,1,8,0,5,5,7,5,8,0
4021,0,7,5,8,6,2,5,7,9,1,0,4,4,8,7,7,7,3,9,3,6,5,6,0,9,2,3,6,3,2,0
4022,0,8,2,3,6,4,2,4,2,0,8,3,9,7,3,0,5,6,1,7,3,4,8,5,2,9,2,3,8,2,0
4023,1,4,7,4,7,2,6,1,7,4,1,4,8,3,3,0,0,4,0,1,2,5,8,7,8,8,0,9,2,1,0
4024,2,6,2,5,6,5,0,3,1,4,8,3,4,5,4,7,5,0,5,4,8,2,5,8,5,0,8,5,2,8,0
4025,3,5,9,9,8,9,9,5,4,7,7,5,9,5,4,7,7,9,5,3,0,7,6,1,9,6,9,3,8,5,0
4026,6,5,3,9,2,8,3,4,5,5,2,6,8,1,2,0,7,3,4,1,1,7,0,3,9,5,3,1,7,8,0
4027,5,6,9,9,6,2,4,9,4,0,8,7,3,8,3,2,6,9,8,7,4,6,3,1,5,8,0,5,8,9,0
4028,6,7,9,6,8,2,6,6,4,4,8,1,6,8,9,0,0,8,6,4,2,5,7,5,5,9,5,5,5,9,0
4029,4,5,1,2,6,2,8,3,4,3,6,7,3,3,6,6,8,6,9,9,3,8,0,4,3,9,1,9,9,8,0
4030,9,1,0,0,3,4,8,2,3,7,6,7,6,6,5,9,0,1,7,1,3,8,4,5,5,3,1,9,0,1,0
4031,2,5,0,0,4,2,9,8,8,1,0,0,8,1,4,2,8,2,6,9,3,4,6,3,5,6,0,2,9,7,0
4032,1,9,5,9,3,9,5,8,4,2,9,1,6,5,9,2,2,6,3,8,3,7,2,5,9,8,7,0,7,1,0
4033,3,8,8,6,4,4,3,5,6,8,7,0,5,5,1,1,9,3,1,6,8,1,5,6,4,8,2,9,3,7,0
4034,7,7,8,9,2,3,2,9,1,2,3,9,4,9,6,9,6,9,0,4,2,3,0,5,3,4,6,2,4,3,1
4035,0,8,6,1,6,1,5,5,2,8,4,1,8,5,5,6,1,7,2,3,5,9,6,3,2,0,5,1,8,5,0
4036,4,3,5,7,5,8,2,4,3,0,9,4,0,3,3,7,5,7,2,0,8,4,4,8,4,8,7,3,1,9,0
4037,7,8,1,3,4,3,9,6,2,4,0,9,1,4,3,3,5,2,6,7,1,2,7,8,7,9,6,3,8,0,0
4038,4,0,9,9,5,0,0,5,0,4,6,8,9,6,5,8,7,2,9,4,5,5,0,9,0,1,3,5,9,6,0
4039,6,4,5,6,0,1,3,4,9,1,4,7,2,1,1,2,1,5,0,5,4,8,2,0,4,6,6,1,0,2,0
4040,0,3,7,5,2,6,8,6,1,6,3,2,7,3,4,4,9,9,2,1,8,3,8,7,5,7,2,2,7,0,0
4041,2,2,0,7,8,1,9,2,5,1,9,6,6,4,5,3,1,8,7,9,3,4,5,5,1,0,8,4,7,8,0
4042,2,5,8,8,1,3,8,2,2,0,2,6,8,3,0,1,6,6,7,9,1,5,4,3,5,3,2,5,8,9,0
4043,6,8,3,9,3,3,2,2,6,3,1,1,2,7,2,6,5,3,5,0,7,7,5,9,4,0,3,4,8,3,0
4044,2,7,6,6,3,1,7,5,9,4,7,8,1,3,7,0,7,6,8,5,7,2,3,3,7,9,5,9,7,5,0
4045,1,5,0,9,9,2,1,9,8,5,8,4,3,4,2,2,7,2,5,9,3,8,1,6,3,9,0,4,8,1,0
4046,1,0,8,7,6,1,0,6,7,7,7,0,2,3,8,5,1,8,7,4,5,2,9,2,1,8,5,5,2,0,0
4047,8,8,1,2,5,1,9,8,9,4,1,2,6,3,3,0,7,5,0,6,8,7,3,0,5,7,0,4,6,7,0
4048,4,5,8,2,3,1,4,6,9,3,1,2,4,2,4,3,6,4,3,4,1,9,7,8,7,7,1,2,9,8,0
4049,2,7,1,3,0,1,3,5,6,8,4,5,5,8,4,3,7,4,3,6,7,4,2,2,8,9,5,7,4,3,0
4050,7,2,0,9,4,7,5,0,5,2,5,1,5,2,6,8,4,3,3,9,2,8,0,0,9,7,0,0,5,8,0
4051,8,4,8,0,4,4,7,4,1,7,9,6,2,3,5,5,0,8,1,6,1,6,6,5,9,1,0,1,1,8,0
4052,0,7,2,2,3,5,5,1,4,1,9,9,5,8,8,8,9,3,2,2,1,7,4,4,9,4,9,8,4,6,0
4053,1,1,5,7,3,8,1,4,8,8,4,8,2,1,4,6,8,1,2,2,6,8,9,3,1,2,3,9,0,5,0
4054,9,6,8,5,3,5,2,4,8,1,1,7,4,6,8,1,9,2,8,2,3,0,6,2,7,3,3,2,0,4,0
4055,8,7,7,0,1,4,9,8,7,5,2,7,3,2,9,1,9,2,1,6,4,4,7,3,5,3,0,2,4,9,0
4056,2,1,1,7,5,3,0,1,3,7,1,7,0,7,0,8,0,1,7,4,9,9,0,5,9,4,6,5,6,9,0
4057,0,0,2,4,0,2,7,7,8,9,6,2,8,4,6,4,8,9,3,6,9,6,8,8,8,2,0,2,4,0,0
4058,3,7,9,2,0,6,1,8,1,2,2,5,1,5,0,9,9,9,2,0,8,0,1,3,6,3,8,5,9,7,0
4059,4,0,6,0,6,3,9,3,0,2,2,7,3,9,1,6,1,9,3,2,3,6,6,6,8,1,0,4,7,5,0
4060,7,8,2,6,6,0,1,2,9,0,1,8,1,0,6,9,3,6,2,4,8,4,3,5,5,9,6,5,7,7,0
4061,6,6,4,5,2,9,5,8,0,7,2,0,2,2,5,4,2,0,6,8,5,4,9,5,1,9,1,6,2,9,0
4062,9,3,7,1,4,5,8,4,4,6,1,7,3,9,7,2,4,7,0,8,3,3,8,4,3,8,1,3,1,5,0
4063,5,1,6,8,5,9,0,8,6,2,3,4,1,2,9,9,3,3,8,9,9,3,8,4,1,7,0,2,0,5,0
4064,4,2,1,1,1,5,1,7,9,2,0,2,3,7,2,2,2,4,2,1,9,7,1,7,7,4,6,4,5,6,0
4065,1,6,4,2,8,6,3,8,3,0,6,5,2,2,3,1,7,8,0,9,8,4,9,7,7,9,6,0,8,1,0
4066,9,2,9,9,1,5,5,3,3,8,8,3,8,4,7,7,1,2,3,7,1,9,2,7,5,8,4,0,3,3,0
4067,5,2,1,0,5,3,7,8,4,7,9,6,9,6,9,3,4,1,2,3,1,6,9,5,0,9,4,7,5,9,0
4068,7,9,6,5,3,7,7,0,2,0,5,7,2,3,1,3,8,6,5,5,3,9,1,6,1,8,4,1,0,3,0
4069,4,3,8,0,2,8,9,2,1,0,1,6,5,7,5,3,1,7,5,8,7,4,5,3,8,7,1,1,5,4,0
4070,8,2,2,4,0,7,4,6,2,6,1,2,1,1,1,2,5,8,0,6,4,2,7,1,1,5,4,5,3,2,0
4071,4,5,1,0,1,8,1,8,9,3,3,9,6,7,6,5,3,9,9,8,2,3,0,4,9,8,9,3,9,7,0
4072,5,2,3,5,4,0,7,9,9,6,9,6,9,9,7,9,5,6,8,4,2,1,5,2,5,1,8,9,3,1,0
4073,0,8,8,4,7,4,5,2,1,1,8,5,9,0,1,3,4,7,6,0,6,9,3,3,0,9,0,7,7,8,0
4074,1,2,4,9,6,0,5,9,9,5,4,8,4,5,1,3,7,8,8,5,3,5,7,3,1,3,0,9,1,8,0
4075,3,7,4,3,4,7,1,1,8,3,9,4,9,9,8,0,8,6,3,0,7,4,7,3,0,8,4,8,2,0,0
4076,7,0,3,3,3,5,8,4,9,5,0,9,2,2,5,5,2,2,3,0,9,7,1,6,3,5,8,8,0,1,0
4077,6,7,0,8,0,4,6,7,4,0,8,2,6,8,7,1,1,3,0,5,7,0,5,9,3,3,5,5,0,7,0
4078,6,2,4,0,9,0,7,5,2,5,2,0,8,3,1,9,1,2,5,8,4,6,8,0,5,2,5,0,1,6,0
4079,3,7,2,6,2,8,7,7,2,4,1,5,6,4,9,2,9,3,1,8,7,0,2,6,1,4,4,0,5,2,0
4080,9,2,7,3,2,3,7,9,5,0,6,5,2,3,3,0,9,1,8,5,4,6,9,6,0,8,6,6,3,6,0
4081,9,0,5,8,7,2,0,1,0,8,8,4,2,0,0,7,8,3,4,1,4,6,3,3,4,9,1,3,8,1,0
4082,2,4,4,2,7,9,9,1,1,4,9,4,9,8,5,5,4,2,0,3,4,8,4,1,5,1,1,1,8,0,0
4083,0,9,6,5,1,9,9,6,4,2,6,1,4,9,8,7,1,5,0,4,7,7,6,5,0,8,9,2,6,6,0
4084,2,4,2,2,8,4,4,1,9,6,2,1,1,0,4,1,7,6,5,5,9,5,1,6,1,7,4,8,5,1,0
4085,8,7,9,8,0,4,3,4,3,3,3,7,6,5,1,0,0,5,1,4,4,5,5,1,9,5,8,2,3,4,1
4086,7,6,0,3,1,5,6,8,0,6,8,0,1,8,1,9,5,8,3,3,7,1,5,9,3,2,0,6,1,7,0
4087,4,6,7,6,2,7,7,7,9,9,2,8,9,7,9,8,4,7,9,3,8,5,0,6,3,3,0,2,1,6,0
4088,3,5,9,0,9,9,6,7,4,5,1,2,4,8,0,7,4,2,6,5,5,9,9,2,4,6,6,0,0,1,0
4089,9,3,3,9,5,3,2,7,6,2,0,8,8,2,4,7,0,0,8,3,6,1,1,8,9,8,3,2,6,3,0
4090,8,7,3,3,9,0,6,7,5,8,5,3,3,0,1,2,7,8,6,5,6,3,0,3,0,0,6,5,6,8,0
4091,6,3,1,3,4,9,7,3,1,5,2,2,6,8,1,7,4,2,2,1,7,6,1,5,7,8,5,6,7,9,0
4092,0,0,2,7,0,7,6,6,9,0,7,6,9,4,8,9,7,8,8,2,4,5,4,8,7,2,2,3,1,1,0
4093,4,7,0,0,4,8,8,3,6,1,9,9,6,7,2,6,3,2,9,0,2,0,5,7,1,3,2,3,2,8,0
4094,5,4,9,3,5,8,9,6,8,6,2,7,3,9,5,2,7,6,3,9,8,9,6,6,5,6,8,6,1,3,0
4095,5,1,1,7,9,7,3,2,1,4,0,6,7,5,0,5,6,7,4,7,7,7,8,4,0,5,3,6,4,8,0
4096,1,1,8,6,4,0,3,4,1,6,5,5,0,0,4,5,2,8,6,0,1,2,4,1,1,3,8,0,0,1,0
4097,7,9,3,0,4,8,5,7,6,7,7,2,4,5,7,5,4,0,1,4,9,9,1,6,4,2,4,5,3,2,0
4098,7,8,3,5,0,3,7,0,9,0,1,9,2,6,1,6,7,2,9,8,0,8,5,8,8,6,1,7,0,5,0
4099,4,5,7,4,0,0,5,4,4,3,3,7,4,9,3,9,3,7,8,8,4,2,2,3,5,9,4,1,0,1,0
4100,5,3,1,4,0,8,2,3,1,7,0,2,4,5,2,8,5,2,6,4,0,6,4,9,2,8,6,5,5,3,0
4101,0,5,6,5,8,5,4,3,9,8,6,9,9,1,2,4,7,8,2,7,7,4,2,7,5,7,1,8,6,1,0
4102,8,0,2,9,0,5,1,2,7,3,4,4,3,7,1,3,1,6,9,9,2,1,2,0,4,8,3,5,0,6,0
4103,3,9,4,5,3,8,9,7,6,8,7,9,5,2,0,5,0,5,0,3,7,6,2,8,3,1,4,3,8,6,0
4104,6,1,7,4,8,6,0,9,3,6,9,0,9,3,6,2,8,3,2,0,2,0,1,6,8,4,3,1,0,0,0
4105,4,1,4,9,9,5,1,3,2,3,3,4,9,5,1,4,3,7,1,3,2,4,5,5,2,2,3,6,9,5,0
4106,2,7,7,5,3,0,4,0,2,0,2,6,0,8,4,4,7,9,0,4,3,0,9,7,2,6,0,6,8,5,0
4107,1,4,3,3,0,8,2,6,0,4,7,3,0,7,2,6,7,7,3,4,7,1,3,5,6,6,1,1,2,6,0
4108,7,7,9,8,9,1,7,2,2,8,2,1,5,0,1,2,9,0,2,3,9,0,1,9,8,2,5,5,6,8,1
4109,9,2,2,6,8,2,0,7,1,5,4,2,5,5,6,0,2,4,5,2,4,2,6,5,3,6,9,1,8,5,0
4110,7,4,2,5,6,0,0,0,4,3,3,4,2,0,3,5,9,3,3,8,1,2,6,9,6,5,8,4,2,0,0
4111,8,0,7,1,8,9,1,9,9,2,1,7,9,9,5,2,1,1,1,4,4,3,1,0,2,0,0,9,1,5,0
4112,4,3,2,9,0,0,5,8,3,0,1,7,4,9,9,4,4,8,1,1,3,6,0,0,7,1,2,2,0,7,0
4113,0,8,9,6,9,6,3,3,0,8,3,9,1,9,6,0,1,0,5,9,7,0,9,2,9,7,0,8,4,6,0
4114,9,2,0,0,3,8,8,7,7,7,8,1,3,0,6,1,3,7,3,3,2,6,4,7,1,1,5,0,2,2,0
4115,1,4,2,7,9,8,8,6,7,8,6,7,2,5,4,9,6,2,3,6,5,3,5,7,5,8,7,7,7,3,0
4116,2,0,9,7,8,1,7,2,9,9,3,4,1,9,8,8,5,3,9,0,9,5,4,1,1,8,8,5,5,9,0
4117,9,1,4,6,8,5,1,3,4,4,5,7,0,5,7,9,1,7,5,0,1,7,8,3,2,5,3,2,2,2,0
4118,5,5,9,0,5,0,0,8,4,9,2,4,5,4,5,1,0,6,7,4,4,7,2,2,8,6,1,0,1,6,0
4119,9,9,8,5,4,2,3,3,4,0,6,7,1,7,2,0,7,1,9,1,8,2,3,7,8,5,6,6,5,9,0
4120,2,2,0,4,1,9,2,4,6,5,6,6,8,7,6,0,7,7,5,9,5,5,3,6,8,4,1,3,7,2,0
4121,3,7,5,5,1,9,4,1,1,7,1,8,7,5,6,4,6,5,5,8,0,6,3,1,3,4,2,5,6,1,0
4122,5,7,8,6,6,4,1,3,4,9,7,6,5,9,6,9,0,6,9,8,8,6,6,7,9,9,1,9,5,1,0
4123,2,2,7,1,7,9,4,6,5,6,3,0,1,3,7,7,7,3,7,0,7,8,3,2,0,9,2,3,1,4,0
4124,9,4,5,6,1,6,2,3,3,5,0,3,7,1,8,4,8,2,4,0,6,6,7,5,0,4,3,3,1,7,0
4125,3,0,5,5,2,0,6,0,8,6,5,7,5,4,9,2,9,3,5,8,6,0,0,8,2,4,8,3,7,3,0
4126,9,8,6,6,3,5,7,2,7,0,9,1,8,9,8,0,9,1,1,9,4,2,8,8,9,5,6,0,5,0,0
4127,0,1,9,5,1,2,8,2,3,1,7,9,9,6,6,3,3,8,1,6,1,7,4,7,9,0,0,4,0,2,0
4128,6,1,1,8,1,1,6,9,3,7,0,4,7,2,2,4,5,3,7,5,8,6,0,2,1,1,2,3,7,4,0
4129,4,0,9,4,0,0,2,0,9,8,9,7,9,2,9,0,8,6,8,6,5,0,0,9,8,5,2,5,2,3,0
4130,3,4,7,6,4,3,0,1,7,6,1,0,7,2,2,7,4,2,8,3,9,8,1,2,8,7,6,2,3,8,0
4131,4,1,0,4,0,2,9,2,8,8,5,1,6,4,3,9,5,3,6,1,2,4,1,9,4,4,3,4,2,5,0
4132,8,3,4,5,2,1,4,1,5,3,5,6,8,8,3,2,2,4,1,5,3,1,3,3,8,9,2,1,6,6,0
4133,5,3,1,2,7,8,8,5,7,6,5,6,5,8,8,7,6,8,4,5,7,2,3,9,9,3,5,1,5,4,0
4134,7,6,2,7,3,0,7,7,2,7,7,3,9,2,5,9,8,7,9,1,3,2,9,0,4,0,7,3,6,5,0
4135,6,8,0,6,2,6,6,5,2,3,9,4,9,4,4,4,1,2,8,4,9,9,7,0,3,4,2,3,1,5,0
4136,2,1,4,8,1,8,3,0,0,5,2,8,3,0,6,2,4,2,3,6,1,2,0,1,7,4,3,9,5,4,0
4137,1,2,7,4,7,9,1,0,4,1,1,1,8,1,9,2,7,5,8,2,3,7,0,7,2,9,4,9,2,0,0
4138,4,3,6,7,0,2,9,3,3,9,3,0,6,8,2,8,5,0,3,8,9,5,3,6,3,9,7,3,3,2,0
4139,2,7,2,2,1,6,4,6,7,7,7,3,7,0,5,8,8,8,3,3,3,3,7,3,2,6,4,7,7,5,0
4140,0,6,9,1,9,6,3,3,0,2,5,8,8,6,0,5,1,5,6,9,9,9,8,3,1,3,8,0,4,7,0
4141,6,2,1,8,7,2,1,2,1,7,6,6,0,8,1,2,1,5,3,2,6,7,8,8,3,6,5,1,1,9,0
4142,2,5,1,5,0,4,4,1,0,1,4,6,2,1,2,9,8,6,3,0,1,2,7,4,0,4,5,7,5,6,0
4143,4,4,8,9,0,4,0,0,2,6,4,2,9,2,7,8,2,4,3,5,8,7,9,3,7,1,6,9,1,6,0
4144,5,2,1,9,9,2,7,9,2,1,7,8,1,7,1,6,1,7,2,0,3,2,0,3,7,1,1,0,8,3,0
4145,0,1,8,4,7,8,2,6,6,7,0,2,8,6,0,1,4,1,4,4,1,9,4,1,2,7,4,1,6,7,0
4146,0,8,0,9,8,3,1,9,6,6,2,1,8,1,5,7,3,0,7,1,3,7,1,4,5,2,6,1,5,9,0
4147,9,8,3,5,9,2,5,7,9,8,4,0,7,1,9,7,7,0,8,4,0,8,5,1,3,3,7,5,1,0,0
4148,8,4,9,2,6,0,7,7,6,4,5,1,9,5,1,1,8,1,2,6,4,4,5,9,6,2,6,4,0,7,0
4149,9,8,1,2,6,2,3,7,2,7,2,2,1,3,3,1,2,3,2,0,7,4,7,9,9,7,9,6,6,4,0
4150,8,0,4,0,3,5,2,6,1,1,1,0,2,8,6,1,4,1,2,1,0,2,5,2,2,0,3,5,9,4,0
4151,8,6,4,7,9,9,1,7,3,7,7,7,2,9,1,8,0,6,1,5,1,9,1,0,2,1,7,7,5,7,0
4152,3,1,0,2,5,1,3,4,7,0,5,9,9,8,3,2,7,6,4,9,6,4,1,2,3,5,5,2,4,0,0
4153,3,5,5,2,0,8,5,3,2,7,3,1,0,5,4,5,1,0,4,3,1,0,4,4,8,4,1,6,1,0,0
4154,6,8,5,7,8,9,9,1,9,8,2,4,7,0,3,2,4,0,2,6,8,3,3,5,7,8,0,5,7,1,0
4155,3,8,9,4,2,2,5,3,5,1,4,2,4,8,0,8,0,0,2,7,4,6,3,5,3,6,4,1,1,2,0
4156,1,7,8,2,8,3,4,5,2,7,7,2,3,5,0,4,4,5,3,5,9,0,3,0,0,4,0,6,3,8,0
4157,1,2,6,5,9,3,7,4,9,9,1,5,8,8,6,7,8,3,5,3,2,2,4,6,8,5,8,5,4,1,0
4158,4,2,6,7,1,7,8,8,8,7,1,0,0,5,1,5,9,1,3,8,5,9,6,1,6,8,7,1,8,1,0
4159,8,7,4,8,5,2,6,9,9,7,2,9,8,3,9,2,0,8,6,5,6,9,7,3,4,4,9,9,8,4,0
4160,0,4,3,0,6,5,4,6,5,9,8,5,4,1,7,3,0,3,5,2,4,6,0,6,9,3,0,3,0,0,0
4161,6,8,9,8,5,7,3,6,4,2,8,9,4,3,7,0,3,5,1,6,6,6,9,7,6,4,2,9,0,1,0
4162,8,9,0,4,9,2,0,5,2,0,9,1,4,1,8,4,5,4,5,5,3,5,3,0,0,2,7,7,9,3,0
4163,5,0,7,3,3,4,8,5,7,2,6,5,0,3,6,8,1,9,4,1,1,4,0,7,0,8,0,1,6,1,0
4164,8,9,9,8,4,7,2,6,7,3,8,5,2,5,9,3,8,1,9,1,8,2,1,0,6,6,5,1,8,4,1
4165,9,6,2,8,5,2,6,6,3,8,0,3,1,3,7,5,6,9,5,0,3,8,7,7,4,1,9,7,1,5,0
4166,6,1,8,6,3,2,2,3,4,0,7,6,6,6,2,6,8,1,8,9,2,5,9,8,2,7,5,4,1,9,0
4167,2,3,7,9,2,3,7,9,0,4,4,9,8,4,4,3,4,3,7,2,9,7,0,6,3,1,0,3,1,1,0
4168,1,3,4,4,3,3,1,8,4,2,8,6,0,9,6,1,7,9,7,9,1,0,8,3,9,9,6,2,7,1,0
4169,5,9,8,9,6,4,2,4,1,4,3,8,1,1,0,9,9,2,7,2,4,6,8,8,9,3,2,0,2,7,0
4170,6,8,7,7,4,5,8,9,2,5,2,1,2,8,1,2,6,8,5,8,0,2,2,7,0,8,6,5,6,0,0
4171,2,4,4,2,7,0,2,6,4,8,2,4,8,7,3,5,6,4,7,8,1,2,6,5,0,2,9,2,7,6,0
4172,6,9,7,4,0,3,7,7,7,0,9,3,5,7,1,4,0,8,1,3,8,7,2,5,5,5,1,7,9,6,0
4173,7,4,7,4,8,2,8,6,9,8,8,0,3,8,2,3,9,8,7,9,4,2,3,1,2,9,3,4,2,8,0
